seller_id,n_orders,n_reviews,avg_review_score,pct_5star,cancellation_rate,n_5star_on_cancelled_orders
fa1c13f2614d7b5c4749cbc52fecda94,585,582,4.34020618556701,0.6723549488054608,0.0017064846416382253,0
8b321bb669392f5163d04c59e235e066,943,1014,3.995069033530572,0.5442043222003929,0.0,0
81783131d2a97c8d44d406a4be81b5d9,13,14,3.4285714285714284,0.5333333333333333,0.4,0
81f89e42267213cb94da7ddc301651da,46,52,3.5384615384615383,0.3076923076923077,0.0,0
4e8dacf3d38f281ae26c3e0321d92d88,10,15,2.466666666666667,0.13333333333333333,0.3333333333333333,0
0b36063d5818f81ccb94b54adfaebbf5,1,15,5.0,1.0,0.0,0
1025f0e2d44d7041d6cf58b6550e0bfa,915,1431,3.8497554157931515,0.5051975051975052,0.0,0
17adeba047385fb0c67d8e90b4296d21,1,3,1.0,0.0,0.0,0
1cbcd2ee0afb3fc09963b87eb65e7e4f,1,3,5.0,1.0,0.0,0
1f50f920176fa81dab994f9023523100,1404,1932,3.9824016563147,0.5649484536082474,0.0005154639175257732,0
1fe5540d7c1c37a595fefbacd5570d9e,20,25,4.28,0.6,0.0,0
2a167ca73899c85001a837d8fb4962f6,2,3,4.333333333333333,0.3333333333333333,0.0,0
37ceb404da208418c9032f0674e57804,1,3,1.0,0.0,1.0,0
3bfad056cf05c00dabe2f895925d83b1,1,5,1.0,0.0,0.0,0
3d871de0142ce09b7081e2b9d1733cb1,1080,1136,4.11443661971831,0.5505226480836237,0.003484320557491289,0
42d4b7e70819438f5ada61c965e92d7e,1,3,1.0,0.0,0.0,0
4869f7a5dfa277a7dca6462dcf3b52b2,1132,1148,4.122822299651568,0.5908304498269896,0.0008650519031141869,0
48e5ee06fb2dc74df1c711a9b6dfac2a,1,3,5.0,1.0,0.0,0
48efc9d94a9834137efd9ea76b065a38,33,34,5.0,1.0,0.0,0
5151aea44289d6c6b090ee31c2132508,7,6,1.8333333333333333,0.0,0.0,0
028872bfa080090a9d0abd4f1af168f8,1,3,5.0,1.0,0.0,0
53243585a1d6dc2643021fd1853d8905,358,408,4.075980392156863,0.5121951219512195,0.0,0
5a413ade68e8f8d93071a7f52a64cb9e,14,14,4.642857142857143,0.8571428571428571,0.0,0
5a4236931428800e9d9cc04af0987118,1,3,5.0,1.0,0.0,0
5b07547f10dd980738a1a27f685af669,13,14,4.5,0.7142857142857143,0.0,0
630008e0f062605a415d694489f6f82e,2,3,3.0,0.3333333333333333,0.6666666666666666,0
6560211a19b47992c3666cc44a7e94c0,1854,2020,3.9094059405940595,0.5022069641981364,0.00392349190779794,0
66d5ae34537110d3affc56174dad2b2f,1,3,1.0,0.0,1.0,0
6ee85be3693ed79a8e80718743d80655,9,13,1.9230769230769231,0.15384615384615385,0.38461538461538464,0
731ef20c231d9a7103a425e83fd91271,2,3,3.6666666666666665,0.0,0.0,0
7994081388d55b9cf976c050653dd359,2,6,1.6666666666666667,0.16666666666666666,0.8333333333333334,0
7a188843479798ca813108fa7b959286,1,3,1.0,0.0,0.0,0
7a67c85e85bb2ce8582c35f2203ad736,1160,1166,4.234991423670669,0.6102127659574468,0.000851063829787234,0
7c67e1448b00f6e969d365cea6b010ab,982,1367,3.348207754206291,0.31781818181818183,0.0,0
7d13fca15225358621be4086e1eb0964,565,574,4.001742160278746,0.5536332179930796,0.0,0
fc6295add6f51a0936407ead70c1001d,1,4,1.0,0.0,0.0,0
