entity_id,n_events,n_unique_customers,first_event_ts,last_event_ts,lifetime_days,events_per_day,days_since_first_event,pct_events_in_first_14d,top3_customer_concentration,cancellation_rate,total_amount,avg_amount,amount_std,source,log_n_events,log_avg_amount,log_amount_std,rule_flag_single_customer_all_cancelled,anomaly_score,anomaly_score_raw
3bfad056cf05c00dabe2f895925d83b1,5,1,2017-12-18 10:39:37,2017-12-18 10:39:37,1.0,5.0,258.9356481481482,1.0,1.0,0.0,206.64999999999998,41.33,0.0,olist_brazil,1.791759469228055,3.745496054532832,0.0,False,-1,-0.04735592102353603
5151aea44289d6c6b090ee31c2132508,7,7,2017-02-17 15:29:41,2017-02-20 13:50:49,2.9313425925925927,2.38798426962743,562.7342129629629,1.0,0.42857142857142855,0.0,1315.3,187.9,0.0,olist_brazil,2.0794415416798357,5.241217774507464,0.0,False,-1,-0.04322843052368641
d17f467e4bf608a510c20d82f4ba3b6b,12,12,2018-07-17 20:23:27,2018-07-31 20:20:14,13.997766203703703,0.8572796420063717,47.530208333333334,1.0,0.25,0.0,3021.66,251.80499999999998,205.8573987673815,olist_brazil,2.5649493574615367,5.532618440558124,5.332029661024714,False,-1,-0.03369097414066613
630008e0f062605a415d694489f6f82e,3,2,2018-07-23 09:52:09,2018-07-30 17:24:54,7.314409722222222,0.41014929624267166,41.96861111111111,1.0,1.0,0.6666666666666666,105.15,35.050000000000004,0.2598076211353343,olist_brazil,1.3862943611198906,3.584906863730958,0.2309590276677351,False,-1,-0.03084199374141472
7994081388d55b9cf976c050653dd359,6,2,2017-02-09 14:29:29,2017-11-10 14:03:51,273.98219907407406,0.021899232943881273,570.7760185185185,0.16666666666666666,1.0,0.8333333333333334,1020.0,170.0,24.49489742783178,olist_brazil,1.9459101490553132,5.14166355650266,3.2384783312721885,False,-1,-0.027918712478573804
fc6295add6f51a0936407ead70c1001d,4,1,2017-11-06 19:20:14,2017-11-06 19:20:14,1.0,4.0,300.5741087962963,1.0,1.0,0.0,160.0,40.0,0.0,olist_brazil,1.6094379124341003,3.713572066704308,0.0,False,-1,-0.02650462372374629
5a4236931428800e9d9cc04af0987118,3,1,2018-07-17 15:23:54,2018-07-17 15:23:54,1.0,3.0,47.73822916666666,1.0,1.0,0.0,44.97,14.99,0.0,olist_brazil,1.3862943611198906,2.771963526845863,0.0,False,-1,-0.024619008710662582
42d4b7e70819438f5ada61c965e92d7e,3,1,2018-03-20 14:07:40,2018-03-20 14:07:40,1.0,3.0,166.7911689814815,1.0,1.0,0.0,49.6,16.533333333333335,2.1361959960016144,olist_brazil,1.3862943611198906,2.8641038310755547,1.143010599260202,False,-1,-0.02429298308963379
aac51c486b672a9850d59f3e84b1cf88,13,10,2018-08-12 09:56:51,2018-08-24 20:24:26,12.435821759259259,1.0453671861548413,21.96534722222222,1.0,0.46153846153846156,0.0,728.28,56.02153846153846,48.7959955403026,olist_brazil,2.6390573296152584,4.043429064206801,3.9079345699601853,False,-1,-0.019589135851013295
c510bc1718f0f2961eaa42a23330681a,13,13,2018-04-17 11:10:00,2018-08-13 19:38:49,118.3533449074074,0.10984057958117216,138.91454861111112,0.46153846153846156,0.23076923076923078,0.0,12251.0,942.3846153846154,1296.1168701137985,olist_brazil,2.6390573296152584,6.849474063090113,7.167899288286102,False,-1,-0.01794910098423319
c00396cbdd2e088fe4281baa5920aef1,3,1,2018-04-04 14:36:46,2018-04-04 14:36:46,1.0,3.0,151.77096064814816,1.0,1.0,0.0,832.4100000000001,277.47,0.0,olist_brazil,1.3862943611198906,5.629310333636944,0.0,False,-1,-0.015568712702925591
17adeba047385fb0c67d8e90b4296d21,3,1,2017-03-08 10:44:37,2017-03-08 10:44:37,1.0,3.0,543.9321759259259,1.0,1.0,0.0,809.6999999999999,269.9,0.0,olist_brazil,1.3862943611198906,5.6017497490910495,0.0,False,-1,-0.015568712702925591
731ef20c231d9a7103a425e83fd91271,3,2,2017-10-28 16:27:50,2017-10-28 20:52:15,1.0,3.0,309.6938310185185,1.0,1.0,0.0,1692.0,564.0,0.0,olist_brazil,1.3862943611198906,6.336825731146441,0.0,False,-1,-0.014461067464171418
d7ab82074b5f1dfba46db123df101bff,3,2,2018-01-03 23:46:30,2018-01-04 12:52:13,1.0,3.0,242.3892013888889,1.0,1.0,0.0,38.67,12.89,0.0,olist_brazil,1.3862943611198906,2.6311691567662523,0.0,False,-1,-0.013539409411731151
48e5ee06fb2dc74df1c711a9b6dfac2a,3,1,2018-02-03 13:49:34,2018-02-03 13:49:34,1.0,3.0,211.80373842592593,1.0,1.0,0.0,57.0,19.0,0.0,olist_brazil,1.3862943611198906,2.995732273553991,0.0,False,-1,-0.012713048164448959
c1d1ebb4745cc43cb6f05e9c8a705c9a,3,3,2017-04-20 20:47:53,2017-11-18 02:39:31,211.2441898148148,0.014201574029704303,500.51324074074074,0.3333333333333333,1.0,0.6666666666666666,34.5,11.5,2.6457513110645907,olist_brazil,1.3862943611198906,2.5257286443082556,1.2935624652259803,False,-1,-0.009702156922253291
9599519be538b98748162a2b48248960,3,1,2018-04-08 07:57:38,2018-04-08 07:57:38,1.0,3.0,148.04813657407408,1.0,1.0,0.0,570.0,190.0,0.0,olist_brazil,1.3862943611198906,5.25227342804663,0.0,False,-1,-0.0076144911275642935
2a167ca73899c85001a837d8fb4962f6,3,2,2018-07-17 13:27:40,2018-07-24 23:09:26,7.40400462962963,0.40518613237956186,47.81894675925926,1.0,1.0,0.0,4097.0,1365.6666666666667,461.8802153517006,olist_brazil,1.3862943611198906,7.22012996402429,6.137468306470762,False,-1,-0.0071337966447866386
028872bfa080090a9d0abd4f1af168f8,3,1,2017-08-19 09:10:45,2017-08-19 09:10:45,1.0,3.0,379.9973611111111,1.0,1.0,0.0,70.5,23.5,0.0,olist_brazil,1.3862943611198906,3.1986731175506815,0.0,False,-1,-0.006807781617953812
d4910f1cdcfdabd48d6b316e395d4a23,12,11,2018-07-30 13:01:12,2018-08-17 17:13:02,18.174884259259258,0.6602517974157969,34.83732638888889,0.8333333333333334,0.3333333333333333,0.0,1146.88,95.57333333333334,1.0161364737737397,olist_brazil,2.5649493574615367,4.570302650659015,0.7011830432421727,False,-1,-0.006440888772391351
6ee85be3693ed79a8e80718743d80655,13,9,2017-01-19 11:26:57,2017-05-23 17:14:58,124.24167824074074,0.10463477461090108,591.9027777777778,0.07692307692307693,0.5384615384615384,0.38461538461538464,484.5,37.26923076923077,12.701075060494196,olist_brazil,2.6390573296152584,3.6446461991371106,2.617474301324266,False,-1,-0.004847948016690862
bac692d6c0ed08467878018e6cc9c26c,3,1,2018-07-31 16:21:04,2018-07-31 16:21:04,1.0,3.0,33.69853009259259,1.0,1.0,0.0,477.0,159.0,0.0,olist_brazil,1.3862943611198906,5.075173815233827,0.0,False,-1,-0.004728003681079285
1cbcd2ee0afb3fc09963b87eb65e7e4f,3,1,2018-06-18 11:15:23,2018-06-18 11:15:23,1.0,3.0,76.91081018518518,1.0,1.0,0.0,90.0,30.0,0.0,olist_brazil,1.3862943611198906,3.4339872044851463,0.0,False,-1,-0.004657792055310028
87b740daf17b5d1be335a64164ec6842,13,13,2016-10-06 13:24:15,2018-03-15 15:58:43,525.1072685185185,0.024756846418593312,696.8213194444445,0.07692307692307693,0.23076923076923078,0.07692307692307693,14699.87,1130.7592307692307,205.6883378018606,olist_brazil,2.6390573296152584,7.031528542473865,5.3312120442051505,False,-1,-0.003229659623480652
7a188843479798ca813108fa7b959286,3,1,2017-11-20 11:45:27,2017-11-20 11:45:27,1.0,3.0,286.88993055555557,1.0,1.0,0.0,149.7,49.9,0.0,olist_brazil,1.3862943611198906,3.929862923556477,0.0,False,-1,-5.857056977764952e-05
