entity_id,n_events,n_unique_customers,first_event_ts,last_event_ts,lifetime_days,events_per_day,days_since_first_event,pct_events_in_first_14d,top3_customer_concentration,cancellation_rate,total_amount,avg_amount,amount_std,primary_category,category_baseline_cancel_rate,cancel_rate_deviation,source,log_n_events,log_avg_amount,log_amount_std,rule_flag_single_customer_all_cancelled,anomaly_score,anomaly_score_raw
13217.0,7,1,2011-07-06 12:08:00,2011-08-09 15:32:00,34.141666666666666,0.2050280693190139,156.02916666666667,0.14285714285714285,1.0,0.42857142857142855,133.62,19.08857142857143,169.09056818054358,PACK OF SIX LED TEA LIGHTS,0.004739336492890996,0.42383209207853756,uk_online_retail,2.0794415416798357,3.000151067715702,5.136331049190429,False,-1,-0.0804285816303918
17900.0,11,1,2011-06-02 14:28:00,2011-06-28 12:09:00,25.903472222222224,0.42465349454438217,189.93194444444444,0.5454545454545454,1.0,0.45454545454545453,15.0,1.3636363636363635,21.405946497516652,BLUE/CREAM STRIPE CUSHION COVER ,0.07407407407407407,0.38047138047138046,uk_online_retail,2.4849066497880004,0.8602012652231115,3.109326392269566,False,-1,-0.07667120805329242
14410.0,287,1,2011-02-07 09:36:00,2011-11-24 11:16:00,290.06944444444446,0.9894182427579602,305.1347222222222,0.027874564459930314,1.0,0.3240418118466899,576.3,2.0080139372822297,8.250724225034268,FELT EGG COSY WHITE RABBIT ,0.008547008547008548,0.3154948032996813,uk_online_retail,5.662960480135946,1.1012800394818558,2.224701843057771,False,-1,-0.0757427183166226
12603.0,3,1,2011-11-18 10:42:00,2011-11-18 10:42:00,1.0,3.0,21.08888888888889,1.0,1.0,0.0,739.1999999999999,246.39999999999998,323.84514818042277,Manual,0.42657342657342656,-0.42657342657342656,uk_online_retail,1.3862943611198906,5.511006459958387,5.783348601646042,False,-1,-0.07492720841745726
17044.0,10,1,2010-12-15 16:34:00,2011-12-01 08:54:00,350.68055555555554,0.028515980830924,358.84444444444443,0.3,1.0,0.4,897.4300000000001,89.74300000000001,97.50788971496956,SILVER HANGING T-LIGHT HOLDER,0.10638297872340426,0.2936170212765958,uk_online_retail,2.3978952727983707,4.508031335183678,4.590136643599452,False,-1,-0.07304179357922691
16454.0,3,1,2011-04-13 10:36:00,2011-10-26 11:40:00,196.04444444444445,0.01530265245975969,240.09305555555557,0.3333333333333333,1.0,0.3333333333333333,-8.15,-2.716666666666667,10.958368187523785,Manual,0.42657342657342656,-0.09324009324009325,uk_online_retail,1.3862943611198906,0.0,2.4814313000435635,False,-1,-0.07136069328828964
17949.0,79,1,2010-12-03 13:12:00,2011-12-08 18:46:00,370.2319444444444,0.21337975068181733,370.9847222222222,0.012658227848101266,1.0,0.11392405063291139,52750.84,667.7321518987342,901.3215176399012,POPCORN HOLDER,0.04161849710982659,0.07230555352308479,uk_online_retail,4.382026634673881,6.505383609104509,6.804970906261159,False,-1,-0.0699605748164801
12504.0,15,1,2011-11-09 14:56:00,2011-11-21 16:02:00,12.045833333333333,1.2452438602559668,29.9125,1.0,1.0,0.4,114.0,7.6,75.93166805941848,CAKE STAND 3 TIER MAGIC GARDEN,0.1111111111111111,0.2888888888888889,uk_online_retail,2.772588722239781,2.151762203259462,4.342917600056761,False,-1,-0.06759880438833643
15769.0,147,1,2010-12-03 15:16:00,2011-12-02 13:52:00,363.94166666666666,0.40391088315435164,370.8986111111111,0.006802721088435374,1.0,0.11564625850340136,51823.72,352.54231292517005,374.43194182703905,JUMBO BAG OWLS,0.008915304606240713,0.10673095389716065,uk_online_retail,4.997212273764115,5.868003175274406,5.9280772079781725,False,-1,-0.06469392420703257
13672.0,16,1,2011-01-10 12:02:00,2011-02-11 13:55:00,32.078472222222224,0.4987768709544736,333.03333333333336,0.375,1.0,0.625,-71.46,-4.46625,32.32520231955247,HANGING RIDGE GLASS T-LIGHT HOLDER,0.6,0.025000000000000022,uk_online_retail,2.833213344056216,0.0,3.5063139371506935,False,-1,-0.06366838550441978
13791.0,17,1,2011-06-24 16:38:00,2011-10-27 14:38:00,124.91666666666667,0.13609072715143428,167.84166666666667,0.4117647058823529,1.0,0.35294117647058826,1047.68,61.62823529411765,121.4418247678335,CHARLOTTE BAG PINK POLKADOT,0.021879021879021878,0.3310621545915664,uk_online_retail,2.8903717578961645,4.137216219453742,4.8076360173297115,False,-1,-0.06339094335408124
12995.0,5,1,2011-09-15 15:44:00,2011-09-23 09:20:00,7.733333333333333,0.646551724137931,84.87916666666666,1.0,1.0,0.4,200.72,40.144,57.32546624319771,GOLD MUG BONE CHINA TREE OF LIFE,0.0625,0.3375,uk_online_retail,1.791759469228055,3.717078108472615,4.066038811758058,False,-1,-0.06273724334610242
17450.0,351,1,2010-12-07 09:23:00,2011-12-01 13:29:00,359.17083333333335,0.9772508439577267,367.14375,0.008547008547008548,1.0,0.039886039886039885,187482.17,534.1372364672364,852.7968451540067,COOK WITH WINE METAL SIGN ,0.01476510067114094,0.025120939214898948,uk_online_retail,5.863631175598097,6.282523230762397,6.749693279252625,False,-1,-0.062191609315707
14607.0,114,1,2011-03-23 15:22:00,2011-11-24 10:35:00,245.80069444444445,0.46379039024955293,260.89444444444445,0.02631578947368421,1.0,0.24561403508771928,11341.1,99.48333333333333,280.71714668938154,Manual,0.42657342657342656,-0.18095939148570728,uk_online_retail,4.74493212836325,4.609991876267305,5.640903541646811,False,-1,-0.06039979379525817
16998.0,6,1,2011-02-08 15:42:00,2011-07-13 09:49:00,154.7548611111111,0.038770995346583084,303.88055555555553,0.16666666666666666,1.0,0.3333333333333333,287.02000000000004,47.83666666666667,78.09381580296015,AIRLINE BAG VINTAGE TOKYO 78,0.024213075060532687,0.30912025827280065,uk_online_retail,1.9459101490553132,3.888481396845112,4.370634689706618,False,-1,-0.06032616903401933
17317.0,11,1,2011-09-11 12:45:00,2011-10-24 17:26:00,43.19513888888889,0.25465828523657175,89.00347222222223,0.6363636363636364,1.0,0.18181818181818182,2524.02,229.45636363636365,225.88967799670385,CHRISTMAS TOILET ROLL,0.007380073800738007,0.1744381080174438,uk_online_retail,2.4849066497880004,5.440061532742142,5.424463899330598,False,-1,-0.05916224997401276
12967.0,33,1,2010-12-03 09:49:00,2011-12-06 14:19:00,368.1875,0.08962824647767781,371.12569444444443,0.5757575757575758,1.0,0.42424242424242425,1194.75,36.20454545454545,76.07798154241594,CABIN BAG VINTAGE RETROSPOT,0.05555555555555555,0.36868686868686873,uk_online_retail,3.5263605246161616,3.616430943452874,4.344817656675217,False,-1,-0.05556325616672275
16029.0,274,1,2010-12-01 09:57:00,2011-11-01 10:27:00,335.0208333333333,0.8178595858466514,373.1201388888889,0.043795620437956206,1.0,0.11678832116788321,50992.61,186.10441605839415,933.7723490590415,JUMBO BAG RED RETROSPOT,0.020379805465493284,0.09640851570238992,uk_online_retail,5.616771097666572,5.2316668356652904,6.840303022701162,False,-1,-0.053715718933490586
18139.0,162,1,2011-11-21 14:06:00,2011-11-22 16:18:00,1.0916666666666666,148.3969465648855,17.947222222222223,1.0,1.0,0.018518518518518517,8393.22,51.809999999999995,95.23542989262086,3 TRADITIONAl BISCUIT CUTTERS  SET,0.020833333333333332,-0.0023148148148148147,uk_online_retail,5.093750200806762,3.9667005667188415,4.566797583970123,False,-1,-0.04742605040955028
13113.0,280,1,2010-12-08 13:07:00,2011-12-09 12:49:00,365.9875,0.7650534512790738,365.98819444444445,0.04642857142857143,1.0,0.28214285714285714,10510.0,37.535714285714285,122.90483858026657,PICNIC BASKET WICKER LARGE,0.03648068669527897,0.24566217044757815,uk_online_retail,5.638354669333745,3.6515854550829308,4.819513840174969,False,-1,-0.04651232479325629
12536.0,273,1,2011-10-11 14:52:00,2011-12-02 12:43:00,51.91041666666667,5.259060079463819,58.915277777777774,0.9487179487179487,1.0,0.04395604395604396,4106.82,15.043296703296702,618.0913079476328,Manual,0.42657342657342656,-0.3826173826173826,uk_online_retail,5.6131281063880705,2.7752911114506618,6.428252770606942,False,-1,-0.046123288717417776
16801.0,121,1,2011-03-11 13:56:00,2011-06-29 15:33:00,110.06736111111111,1.0993268011381918,272.95416666666665,0.371900826446281,1.0,0.371900826446281,867.83,7.172148760330579,21.1663232993125,GAOLERS KEYS DECORATIVE GARDEN ,0.0045662100456621,0.3673346164006189,uk_online_retail,4.804021044733257,2.100731880452268,3.0985741686171444,False,-1,-0.044581857265270086
17440.0,8,1,2011-04-06 12:05:00,2011-07-15 10:36:00,99.93819444444445,0.08004947502275711,247.03125,0.5,1.0,0.375,177.1,22.1375,35.29575156547072,AGED GLASS SILVER T-LIGHT HOLDER,0.014084507042253521,0.3609154929577465,uk_online_retail,2.1972245773362196,3.141454677899616,3.5917006976575765,False,-1,-0.04352867506481328
16532.0,4,1,2011-01-05 12:37:00,2011-11-22 11:08:00,320.93819444444443,0.01246345891277959,338.00902777777776,0.25,1.0,0.0,6748.8,1687.2,888.233482818566,CHILLI LIGHTS,0.008836524300441826,-0.008836524300441826,uk_online_retail,1.6094379124341003,7.43141815154962,6.79035983637275,False,-1,-0.04223749915224584
14109.0,14,1,2011-09-28 10:18:00,2011-11-16 13:51:00,49.14791666666667,0.2848543936246874,72.10555555555555,0.6428571428571429,1.0,0.35714285714285715,80.2,5.728571428571429,15.02553869872269,CHARLOTTE BAG PINK POLKADOT,0.021879021879021878,0.3352638352638353,uk_online_retail,2.70805020110221,1.9063628519670588,2.7741836183866653,False,-1,-0.04220186098861167
16041.0,6,1,2011-07-21 16:27:00,2011-11-09 12:25:00,110.83194444444445,0.05413601674206443,140.84930555555556,0.8333333333333334,1.0,0.0,3166.4,527.7333333333333,296.74456804913325,BREAD BIN DINER STYLE IVORY,0.07635467980295567,-0.07635467980295567,uk_online_retail,1.9459101490553132,6.2704842089811095,5.69623596474115,False,-1,-0.04062374736586605
16692.0,3,1,2011-02-23 15:41:00,2011-03-28 14:46:00,32.96180555555556,0.09101443168650585,288.88125,0.3333333333333333,1.0,0.0,1276.0,425.3333333333333,603.5947177811726,VINTAGE UNION JACK BUNTING,0.008146639511201629,-0.008146639511201629,uk_online_retail,1.3862943611198906,6.055221512910733,6.40455834559064,False,-1,-0.04023014855507523
14543.0,107,1,2010-12-10 11:51:00,2011-12-06 10:32:00,360.9451388888889,0.29644394250434336,364.0409722222222,0.04672897196261682,1.0,0.32710280373831774,2916.17,27.25392523364486,61.45677554117923,FRYING PAN UNION FLAG,0.018779342723004695,0.30832346101531305,uk_online_retail,4.68213122712422,3.3412323942640154,4.134474726141613,False,-1,-0.038203855067516224
13798.0,439,1,2010-12-02 17:24:00,2011-12-08 15:51:00,370.93541666666664,1.1834944313082354,371.8097222222222,0.15034168564920272,1.0,0.20501138952164008,36351.42,82.8050569476082,78.28786574996126,HOT BATHS METAL SIGN,0.015552099533437015,0.18945928998820308,uk_online_retail,6.0867747269123065,4.428493351104176,4.373085099908055,False,-1,-0.037880393550495106
12798.0,8,1,2011-06-22 10:11:00,2011-11-29 15:52:00,160.23680555555555,0.04992610762716639,170.11041666666668,0.75,1.0,0.0,6977.04,872.13,1240.4974824641927,RABBIT NIGHT LIGHT,0.014272121788772598,-0.014272121788772598,uk_online_retail,2.1972245773362196,6.772084456551737,7.1240735771283585,False,-1,-0.03777841235330959
14205.0,39,1,2010-12-09 13:38:00,2011-11-29 11:56:00,354.9291666666667,0.10988107955812779,364.96666666666664,0.358974358974359,1.0,0.38461538461538464,218.78,5.60974358974359,18.535005073924808,DOORMAT SPOTTY HOME SWEET HOME,0.006134969325153374,0.37848041529023124,uk_online_retail,3.6888794541139363,1.888544861846987,2.972207988242081,False,-1,-0.037587809393044735
12415.0,778,1,2011-01-06 11:12:00,2011-11-15 14:22:00,313.13194444444446,2.484575635936218,337.06805555555553,0.060411311053984576,1.0,0.07969151670951156,123725.45,159.0301413881748,182.42989087394255,DOLLY GIRL LUNCH BOX,0.011350737797956867,0.0683407789115547,uk_online_retail,6.658011045870748,5.075362181167943,5.211832528406727,False,-1,-0.036806235569453394
14680.0,320,1,2010-12-03 12:05:00,2011-11-14 16:59:00,346.20416666666665,0.9243100771461927,371.03125,0.1125,1.0,0.19375,26932.34,84.1635625,113.88314505539294,CHILLI LIGHTS,0.008836524300441826,0.18491347569955818,uk_online_retail,5.771441123130016,4.4445736721705,4.743915481800113,False,-1,-0.036188852445946385
12980.0,24,1,2010-12-16 11:36:00,2011-07-07 11:42:00,203.00416666666666,0.11822417438065722,358.0513888888889,0.16666666666666666,1.0,0.16666666666666666,7092.06,295.5025,294.11146506118183,SET/4 WHITE RETRO STORAGE CUBES ,0.049079754601226995,0.11758691206543967,uk_online_retail,3.2188758248682006,5.692055650105438,5.687353132638391,False,-1,-0.03563908656155257
16986.0,3,1,2011-11-09 15:52:00,2011-11-10 11:55:00,1.0,3.0,29.87361111111111,1.0,1.0,0.0,1873.2,624.4,1009.6534851125905,JUMBO  BAG BAROQUE BLACK WHITE,0.014583333333333334,-0.014583333333333334,uk_online_retail,1.3862943611198906,6.438391445023741,6.9183524155743275,False,-1,-0.03377476432220827
18102.0,433,1,2010-12-07 16:42:00,2011-12-09 11:50:00,366.7972222222222,1.1804887653638478,366.8388888888889,0.04157043879907621,1.0,0.004618937644341801,256438.49,592.2366974595843,713.0352548381301,CREAM HEART CARD HOLDER,0.009328358208955223,-0.004709420564613422,uk_online_retail,6.073044534100405,6.3855934719032135,6.570932337644596,False,-1,-0.032822823540344936
15973.0,6,1,2010-12-08 11:42:00,2011-04-18 09:39:00,130.91458333333333,0.04583141042982861,366.0472222222222,0.6666666666666666,1.0,0.3333333333333333,99.77000000000002,16.628333333333337,128.51008994108855,TWO DOOR CURIO CABINET,0.13541666666666666,0.19791666666666666,uk_online_retail,1.9459101490553132,2.869507456111907,4.863758792707408,False,-1,-0.032564499024477
